Time,Country,Series,Scale,Data
YR2008,LVA,SI.POV.NAHC.NC,0,26.4
YR2009,LVA,SI.POV.NAHC.NC,0,20.9
YR2010,LVA,SI.POV.NAHC.NC,0,19
YR2011,LVA,SI.POV.NAHC.NC,0,19.2
YR2012,LVA,SI.POV.NAHC.NC,0,19.4
YR2013,LVA,SI.POV.NAHC.NC,0,21.2
YR2014,LVA,SI.POV.NAHC.NC,0,22.5
YR1998,MAR,SI.POV.NAHC,0,16.3
YR2000,MAR,SI.POV.NAHC,0,15.3
YR2007,MAR,SI.POV.NAHC,0,8.9
YR2013,MAR,SI.POV.NAHC,0,4.8
YR1998,MAR,SI.POV.NAHC.NC,0,16.3
YR2000,MAR,SI.POV.NAHC.NC,0,15.3
YR2007,MAR,SI.POV.NAHC.NC,0,8.9
YR2013,MAR,SI.POV.NAHC.NC,0,4.8
YR2001,MDA,SI.POV.NAHC,0,54.6
YR2002,MDA,SI.POV.NAHC,0,40.4
YR2003,MDA,SI.POV.NAHC,0,29
YR2004,MDA,SI.POV.NAHC,0,26.5
YR2006,MDA,SI.POV.NAHC,0,30.2
YR2007,MDA,SI.POV.NAHC,0,25.8
YR2008,MDA,SI.POV.NAHC,0,26.4
YR2009,MDA,SI.POV.NAHC,0,26.3
YR2010,MDA,SI.POV.NAHC,0,21.9
YR2011,MDA,SI.POV.NAHC,0,17.5
YR2012,MDA,SI.POV.NAHC,0,16.6
YR2013,MDA,SI.POV.NAHC,0,12.7
YR2014,MDA,SI.POV.NAHC,0,11.4
YR2015,MDA,SI.POV.NAHC,0,9.6
YR2001,MDA,SI.POV.NAHC.NC,0,54.6
YR2002,MDA,SI.POV.NAHC.NC,0,40.4
YR2003,MDA,SI.POV.NAHC.NC,0,29
YR2004,MDA,SI.POV.NAHC.NC,0,26.5
YR2006,MDA,SI.POV.NAHC.NC,0,30.2
YR2007,MDA,SI.POV.NAHC.NC,0,25.8
YR2008,MDA,SI.POV.NAHC.NC,0,26.4
YR2009,MDA,SI.POV.NAHC.NC,0,26.3
YR2010,MDA,SI.POV.NAHC.NC,0,21.9
YR2011,MDA,SI.POV.NAHC.NC,0,17.5
YR2012,MDA,SI.POV.NAHC.NC,0,16.6
YR2013,MDA,SI.POV.NAHC.NC,0,12.7
YR2014,MDA,SI.POV.NAHC.NC,0,11.4
YR2015,MDA,SI.POV.NAHC.NC,0,9.6
YR1993,MDG,SI.POV.NAHC,0,
YR1997,MDG,SI.POV.NAHC,0,
YR1999,MDG,SI.POV.NAHC,0,
YR2001,MDG,SI.POV.NAHC,0,70.8
YR2002,MDG,SI.POV.NAHC,0,
YR2004,MDG,SI.POV.NAHC,0,
YR2005,MDG,SI.POV.NAHC,0,73.2
YR2010,MDG,SI.POV.NAHC,0,71.7
YR2012,MDG,SI.POV.NAHC,0,70.7
YR1993,MDG,SI.POV.NAHC.NC,0,70
YR1997,MDG,SI.POV.NAHC.NC,0,73.3
YR1999,MDG,SI.POV.NAHC.NC,0,71.3
YR2001,MDG,SI.POV.NAHC.NC,0,70.8
YR2002,MDG,SI.POV.NAHC.NC,0,80.7
YR2004,MDG,SI.POV.NAHC.NC,0,72.1
YR2005,MDG,SI.POV.NAHC.NC,0,73.2
YR2010,MDG,SI.POV.NAHC.NC,0,71.7
YR2012,MDG,SI.POV.NAHC.NC,0,70.7
YR2002,MDV,SI.POV.NAHC,0,
YR2009,MDV,SI.POV.NAHC,0,
YR2016,MDV,SI.POV.NAHC,0,8.2
YR2002,MDV,SI.POV.NAHC.NC,0,23
YR2009,MDV,SI.POV.NAHC.NC,0,15.7
YR2016,MDV,SI.POV.NAHC.NC,0,8.2
YR1984,MEX,SI.POV.NAHC,0,
YR1989,MEX,SI.POV.NAHC,0,
YR1992,MEX,SI.POV.NAHC,0,
YR1994,MEX,SI.POV.NAHC,0,
YR1996,MEX,SI.POV.NAHC,0,
YR1998,MEX,SI.POV.NAHC,0,
YR2000,MEX,SI.POV.NAHC,0,
YR2002,MEX,SI.POV.NAHC,0,
YR2004,MEX,SI.POV.NAHC,0,
YR2005,MEX,SI.POV.NAHC,0,
YR2006,MEX,SI.POV.NAHC,0,
YR2008,MEX,SI.POV.NAHC,0,
YR2010,MEX,SI.POV.NAHC,0,
YR2012,MEX,SI.POV.NAHC,0,
YR2014,MEX,SI.POV.NAHC,0,
YR2016,MEX,SI.POV.NAHC,0,43.6
YR2018,MEX,SI.POV.NAHC,0,41.9
YR1984,MEX,SI.POV.NAHC.NC,0,53
YR1989,MEX,SI.POV.NAHC.NC,0,53.5
YR1992,MEX,SI.POV.NAHC.NC,0,53.1
YR1994,MEX,SI.POV.NAHC.NC,0,52.4
YR1996,MEX,SI.POV.NAHC.NC,0,69
YR1998,MEX,SI.POV.NAHC.NC,0,63.7
YR2000,MEX,SI.POV.NAHC.NC,0,53.6
YR2002,MEX,SI.POV.NAHC.NC,0,50
YR2004,MEX,SI.POV.NAHC.NC,0,47.2
YR2005,MEX,SI.POV.NAHC.NC,0,47
YR2006,MEX,SI.POV.NAHC.NC,0,42.9
YR2008,MEX,SI.POV.NAHC.NC,0,44.4
YR2010,MEX,SI.POV.NAHC.NC,0,46.1
YR2012,MEX,SI.POV.NAHC.NC,0,45.5
YR2014,MEX,SI.POV.NAHC.NC,0,46.2
YR2016,MEX,SI.POV.NAHC.NC,0,43.6
YR2018,MEX,SI.POV.NAHC.NC,0,41.9
YR2002,MKD,SI.POV.NAHC,0,
YR2003,MKD,SI.POV.NAHC,0,
YR2004,MKD,SI.POV.NAHC,0,
YR2005,MKD,SI.POV.NAHC,0,
YR2006,MKD,SI.POV.NAHC,0,
YR2009,MKD,SI.POV.NAHC,0,
YR2010,MKD,SI.POV.NAHC,0,27
YR2011,MKD,SI.POV.NAHC,0,26.8
YR2012,MKD,SI.POV.NAHC,0,26.2
YR2013,MKD,SI.POV.NAHC,0,24.2
YR2014,MKD,SI.POV.NAHC,0,22.1
YR2015,MKD,SI.POV.NAHC,0,21.5
YR2016,MKD,SI.POV.NAHC,0,21.9
YR2017,MKD,SI.POV.NAHC,0,22.2
YR2018,MKD,SI.POV.NAHC,0,21.9
YR2002,MKD,SI.POV.NAHC.NC,0,19.1
YR2003,MKD,SI.POV.NAHC.NC,0,19.2
YR2004,MKD,SI.POV.NAHC.NC,0,18.5
YR2005,MKD,SI.POV.NAHC.NC,0,20.4
YR2006,MKD,SI.POV.NAHC.NC,0,19
YR2009,MKD,SI.POV.NAHC.NC,0,27.3
YR2010,MKD,SI.POV.NAHC.NC,0,27
YR2011,MKD,SI.POV.NAHC.NC,0,26.8
YR2012,MKD,SI.POV.NAHC.NC,0,26.2
YR2013,MKD,SI.POV.NAHC.NC,0,24.2
YR2014,MKD,SI.POV.NAHC.NC,0,22.1
YR2015,MKD,SI.POV.NAHC.NC,0,21.5
YR2016,MKD,SI.POV.NAHC.NC,0,21.9
YR2017,MKD,SI.POV.NAHC.NC,0,22.2
YR2018,MKD,SI.POV.NAHC.NC,0,21.9
YR2001,MLI,SI.POV.NAHC,0,50.9
YR2006,MLI,SI.POV.NAHC,0,41.7
YR2009,MLI,SI.POV.NAHC,0,41.1
YR2001,MLI,SI.POV.NAHC.NC,0,50.9
YR2006,MLI,SI.POV.NAHC.NC,0,41.7
YR2009,MLI,SI.POV.NAHC.NC,0,41.1
YR2005,MMR,SI.POV.NAHC,0,48.2
YR2010,MMR,SI.POV.NAHC,0,42.2
YR2015,MMR,SI.POV.NAHC,0,32.1
YR2017,MMR,SI.POV.NAHC,0,24.8
YR2005,MMR,SI.POV.NAHC.NC,0,48.2
YR2010,MMR,SI.POV.NAHC.NC,0,42.2
YR2015,MMR,SI.POV.NAHC.NC,0,32.1
YR2017,MMR,SI.POV.NAHC.NC,0,24.8
YR2005,MNE,SI.POV.NAHC,0,
YR2006,MNE,SI.POV.NAHC,0,
YR2007,MNE,SI.POV.NAHC,0,
YR2008,MNE,SI.POV.NAHC,0,
YR2009,MNE,SI.POV.NAHC,0,
YR2010,MNE,SI.POV.NAHC,0,
YR2011,MNE,SI.POV.NAHC,0,
YR2012,MNE,SI.POV.NAHC,0,25.2
YR2013,MNE,SI.POV.NAHC,0,24.1
YR2014,MNE,SI.POV.NAHC,0,24.4
YR2015,MNE,SI.POV.NAHC,0,24
YR2016,MNE,SI.POV.NAHC,0,23.6
YR2005,MNE,SI.POV.NAHC.NC,0,11.2
YR2006,MNE,SI.POV.NAHC.NC,0,11.3
YR2007,MNE,SI.POV.NAHC.NC,0,8
YR2008,MNE,SI.POV.NAHC.NC,0,4.9
YR2009,MNE,SI.POV.NAHC.NC,0,6.8
YR2010,MNE,SI.POV.NAHC.NC,0,6.6
YR2011,MNE,SI.POV.NAHC.NC,0,9.3
YR2012,MNE,SI.POV.NAHC.NC,0,25.2
YR2013,MNE,SI.POV.NAHC.NC,0,24.1
YR2014,MNE,SI.POV.NAHC.NC,0,24.4
YR2015,MNE,SI.POV.NAHC.NC,0,24
YR2016,MNE,SI.POV.NAHC.NC,0,23.6
YR2010,MNG,SI.POV.NAHC,0,38.8
YR2011,MNG,SI.POV.NAHC,0,33.7
YR2012,MNG,SI.POV.NAHC,0,27.4
YR2014,MNG,SI.POV.NAHC,0,21.6
YR2016,MNG,SI.POV.NAHC,0,29.6
YR2018,MNG,SI.POV.NAHC,0,28.4
YR2010,MNG,SI.POV.NAHC.NC,0,38.8
YR2011,MNG,SI.POV.NAHC.NC,0,33.7
YR2012,MNG,SI.POV.NAHC.NC,0,27.4
YR2014,MNG,SI.POV.NAHC.NC,0,21.6
YR2016,MNG,SI.POV.NAHC.NC,0,29.6
YR2018,MNG,SI.POV.NAHC.NC,0,28.4
YR1996,MOZ,SI.POV.NAHC,0,69.4
YR2002,MOZ,SI.POV.NAHC,0,54.1
YR2008,MOZ,SI.POV.NAHC,0,54.7
YR2014,MOZ,SI.POV.NAHC,0,46.1
YR1996,MOZ,SI.POV.NAHC.NC,0,69.4
YR2002,MOZ,SI.POV.NAHC.NC,0,54.1
YR2008,MOZ,SI.POV.NAHC.NC,0,54.7
YR2014,MOZ,SI.POV.NAHC.NC,0,46.1
YR1990,MRT,SI.POV.NAHC,0,
YR1995,MRT,SI.POV.NAHC,0,
YR2000,MRT,SI.POV.NAHC,0,51
YR2004,MRT,SI.POV.NAHC,0,46.7
YR2008,MRT,SI.POV.NAHC,0,42
YR2014,MRT,SI.POV.NAHC,0,31
YR1990,MRT,SI.POV.NAHC.NC,0,56.5
YR1995,MRT,SI.POV.NAHC.NC,0,50.5
YR2000,MRT,SI.POV.NAHC.NC,0,51
YR2004,MRT,SI.POV.NAHC.NC,0,46.7
YR2008,MRT,SI.POV.NAHC.NC,0,42
YR2014,MRT,SI.POV.NAHC.NC,0,31
YR2012,MUS,SI.POV.NAHC,0,7.9
YR2017,MUS,SI.POV.NAHC,0,10.3
YR2012,MUS,SI.POV.NAHC.NC,0,7.9
YR2017,MUS,SI.POV.NAHC.NC,0,10.3
YR1997,MWI,SI.POV.NAHC,0,65.3
YR2004,MWI,SI.POV.NAHC,0,52.4
YR2010,MWI,SI.POV.NAHC,0,50.7
YR2016,MWI,SI.POV.NAHC,0,51.5
YR1997,MWI,SI.POV.NAHC.NC,0,65.3
YR2004,MWI,SI.POV.NAHC.NC,0,52.4
YR2010,MWI,SI.POV.NAHC.NC,0,50.7
YR2016,MWI,SI.POV.NAHC.NC,0,51.5
YR1984,MYS,SI.POV.NAHC,0,
YR1987,MYS,SI.POV.NAHC,0,
YR1989,MYS,SI.POV.NAHC,0,
YR1992,MYS,SI.POV.NAHC,0,
YR1995,MYS,SI.POV.NAHC,0,
YR1997,MYS,SI.POV.NAHC,0,
YR1999,MYS,SI.POV.NAHC,0,
YR2002,MYS,SI.POV.NAHC,0,5.1
YR2004,MYS,SI.POV.NAHC,0,5.7
YR2006,MYS,SI.POV.NAHC,0,3.6
YR2008,MYS,SI.POV.NAHC,0,3.8
YR2011,MYS,SI.POV.NAHC,0,1.7
YR2013,MYS,SI.POV.NAHC,0,.6
YR2015,MYS,SI.POV.NAHC,0,.4
YR1984,MYS,SI.POV.NAHC.NC,0,20.7
YR1987,MYS,SI.POV.NAHC.NC,0,19.4
YR1989,MYS,SI.POV.NAHC.NC,0,16.5
YR1992,MYS,SI.POV.NAHC.NC,0,12.4
YR1995,MYS,SI.POV.NAHC.NC,0,8.7
YR1997,MYS,SI.POV.NAHC.NC,0,6.1
YR1999,MYS,SI.POV.NAHC.NC,0,8.5
YR2002,MYS,SI.POV.NAHC.NC,0,5.1
YR2004,MYS,SI.POV.NAHC.NC,0,5.7
YR2006,MYS,SI.POV.NAHC.NC,0,3.6
YR2008,MYS,SI.POV.NAHC.NC,0,3.8
YR2011,MYS,SI.POV.NAHC.NC,0,1.7
YR2013,MYS,SI.POV.NAHC.NC,0,.6
YR2015,MYS,SI.POV.NAHC.NC,0,.4
YR1993,NAM,SI.POV.NAHC,0,69.3
YR2003,NAM,SI.POV.NAHC,0,37.7
YR2009,NAM,SI.POV.NAHC,0,28.7
YR2015,NAM,SI.POV.NAHC,0,17.4
YR1993,NAM,SI.POV.NAHC.NC,0,69.3
YR2003,NAM,SI.POV.NAHC.NC,0,37.7
YR2009,NAM,SI.POV.NAHC.NC,0,28.7
YR2015,NAM,SI.POV.NAHC.NC,0,17.4
YR1992,NER,SI.POV.NAHC,0,
YR2005,NER,SI.POV.NAHC,0,
YR2007,NER,SI.POV.NAHC,0,
YR2011,NER,SI.POV.NAHC,0,48.9
YR2014,NER,SI.POV.NAHC,0,44.5
YR1992,NER,SI.POV.NAHC.NC,0,63
YR2005,NER,SI.POV.NAHC.NC,0,62.1
YR2007,NER,SI.POV.NAHC.NC,0,59.5
YR2011,NER,SI.POV.NAHC.NC,0,48.9
YR2014,NER,SI.POV.NAHC.NC,0,44.5
YR1985,NGA,SI.POV.NAHC,0,
YR1992,NGA,SI.POV.NAHC,0,
YR1996,NGA,SI.POV.NAHC,0,
YR2003,NGA,SI.POV.NAHC,0,48.4
YR2009,NGA,SI.POV.NAHC,0,46
YR1985,NGA,SI.POV.NAHC.NC,0,43
YR1992,NGA,SI.POV.NAHC.NC,0,34.1
YR1996,NGA,SI.POV.NAHC.NC,0,64.6
YR2003,NGA,SI.POV.NAHC.NC,0,48.4
YR2009,NGA,SI.POV.NAHC.NC,0,46
YR1998,NIC,SI.POV.NAHC,0,
YR2001,NIC,SI.POV.NAHC,0,45.8
YR2005,NIC,SI.POV.NAHC,0,48.3
YR2009,NIC,SI.POV.NAHC,0,42.5
YR2014,NIC,SI.POV.NAHC,0,29.6
YR2016,NIC,SI.POV.NAHC,0,24.9
YR1998,NIC,SI.POV.NAHC.NC,0,47.9
YR2001,NIC,SI.POV.NAHC.NC,0,45.8
YR2005,NIC,SI.POV.NAHC.NC,0,48.3
YR2009,NIC,SI.POV.NAHC.NC,0,42.5
YR2014,NIC,SI.POV.NAHC.NC,0,29.6
YR2016,NIC,SI.POV.NAHC.NC,0,24.9
YR1995,NPL,SI.POV.NAHC,0,
YR2003,NPL,SI.POV.NAHC,0,
YR2010,NPL,SI.POV.NAHC,0,25.2
YR1995,NPL,SI.POV.NAHC.NC,0,41.8
YR2003,NPL,SI.POV.NAHC.NC,0,30.9
YR2010,NPL,SI.POV.NAHC.NC,0,25.2
YR1998,PAK,SI.POV.NAHC,0,57.9
YR2001,PAK,SI.POV.NAHC,0,64.3
YR2004,PAK,SI.POV.NAHC,0,51.7
YR2005,PAK,SI.POV.NAHC,0,50.4
YR2007,PAK,SI.POV.NAHC,0,44.1
YR2010,PAK,SI.POV.NAHC,0,36.8
YR2011,PAK,SI.POV.NAHC,0,36.3
YR2013,PAK,SI.POV.NAHC,0,29.5
YR2015,PAK,SI.POV.NAHC,0,24.3
YR1998,PAK,SI.POV.NAHC.NC,0,57.9
YR2001,PAK,SI.POV.NAHC.NC,0,64.3
YR2004,PAK,SI.POV.NAHC.NC,0,51.7
YR2005,PAK,SI.POV.NAHC.NC,0,50.4
YR2007,PAK,SI.POV.NAHC.NC,0,44.1
YR2010,PAK,SI.POV.NAHC.NC,0,36.8
YR2011,PAK,SI.POV.NAHC.NC,0,36.3
YR2013,PAK,SI.POV.NAHC.NC,0,29.5
YR2015,PAK,SI.POV.NAHC.NC,0,24.3
YR2000,PAN,SI.POV.NAHC,0,37.9
YR2005,PAN,SI.POV.NAHC,0,36.6
YR2006,PAN,SI.POV.NAHC,0,38.3
YR2007,PAN,SI.POV.NAHC,0,36.5
YR2008,PAN,SI.POV.NAHC,0,33.8
YR2009,PAN,SI.POV.NAHC,0,33.4
YR2010,PAN,SI.POV.NAHC,0,29.8
YR2011,PAN,SI.POV.NAHC,0,27.6
YR2012,PAN,SI.POV.NAHC,0,26.5
YR2013,PAN,SI.POV.NAHC,0,25.8
YR2014,PAN,SI.POV.NAHC,0,25.6
YR2015,PAN,SI.POV.NAHC,0,23
YR2016,PAN,SI.POV.NAHC,0,22.1
YR2000,PAN,SI.POV.NAHC.NC,0,37.9
YR2005,PAN,SI.POV.NAHC.NC,0,36.6
YR2006,PAN,SI.POV.NAHC.NC,0,38.3
YR2007,PAN,SI.POV.NAHC.NC,0,36.5
YR2008,PAN,SI.POV.NAHC.NC,0,33.8
YR2009,PAN,SI.POV.NAHC.NC,0,33.4
YR2010,PAN,SI.POV.NAHC.NC,0,29.8
YR2011,PAN,SI.POV.NAHC.NC,0,27.6
YR2012,PAN,SI.POV.NAHC.NC,0,26.5
YR2013,PAN,SI.POV.NAHC.NC,0,25.8
YR2014,PAN,SI.POV.NAHC.NC,0,25.6
YR2015,PAN,SI.POV.NAHC.NC,0,23
YR2016,PAN,SI.POV.NAHC.NC,0,22.1
YR1997,PER,SI.POV.NAHC,0,
YR1998,PER,SI.POV.NAHC,0,
YR1999,PER,SI.POV.NAHC,0,
YR2000,PER,SI.POV.NAHC,0,
YR2001,PER,SI.POV.NAHC,0,
YR2002,PER,SI.POV.NAHC,0,
YR2003,PER,SI.POV.NAHC,0,
YR2004,PER,SI.POV.NAHC,0,58.7
YR2005,PER,SI.POV.NAHC,0,55.6
YR2006,PER,SI.POV.NAHC,0,49.2
YR2007,PER,SI.POV.NAHC,0,42.4
YR2008,PER,SI.POV.NAHC,0,37.3
YR2009,PER,SI.POV.NAHC,0,33.5
YR2010,PER,SI.POV.NAHC,0,30.8
YR2011,PER,SI.POV.NAHC,0,27.8
YR2012,PER,SI.POV.NAHC,0,25.8
YR2013,PER,SI.POV.NAHC,0,23.9
YR2014,PER,SI.POV.NAHC,0,22.7
YR2015,PER,SI.POV.NAHC,0,21.8
YR2016,PER,SI.POV.NAHC,0,20.7
YR2017,PER,SI.POV.NAHC,0,21.7
YR2018,PER,SI.POV.NAHC,0,20.5
YR1997,PER,SI.POV.NAHC.NC,0,42.7
YR1998,PER,SI.POV.NAHC.NC,0,42.4
YR1999,PER,SI.POV.NAHC.NC,0,47.5
YR2000,PER,SI.POV.NAHC.NC,0,48.4
YR2001,PER,SI.POV.NAHC.NC,0,54.8
YR2002,PER,SI.POV.NAHC.NC,0,54.3
YR2003,PER,SI.POV.NAHC.NC,0,52.3
YR2004,PER,SI.POV.NAHC.NC,0,58.7
YR2005,PER,SI.POV.NAHC.NC,0,55.6
YR2006,PER,SI.POV.NAHC.NC,0,49.2
YR2007,PER,SI.POV.NAHC.NC,0,42.4
YR2008,PER,SI.POV.NAHC.NC,0,37.3
YR2009,PER,SI.POV.NAHC.NC,0,33.5
YR2010,PER,SI.POV.NAHC.NC,0,30.8
YR2011,PER,SI.POV.NAHC.NC,0,27.8
YR2012,PER,SI.POV.NAHC.NC,0,25.8
YR2013,PER,SI.POV.NAHC.NC,0,23.9
YR2014,PER,SI.POV.NAHC.NC,0,22.7
YR2015,PER,SI.POV.NAHC.NC,0,21.8
YR2016,PER,SI.POV.NAHC.NC,0,20.7
YR2017,PER,SI.POV.NAHC.NC,0,21.7
YR2018,PER,SI.POV.NAHC.NC,0,20.5
YR1991,PHL,SI.POV.NAHC,0,
YR1994,PHL,SI.POV.NAHC,0,
YR1997,PHL,SI.POV.NAHC,0,
YR2000,PHL,SI.POV.NAHC,0,
YR2003,PHL,SI.POV.NAHC,0,24.9
YR2006,PHL,SI.POV.NAHC,0,26.6
YR2009,PHL,SI.POV.NAHC,0,26.3
YR2012,PHL,SI.POV.NAHC,0,25.2
YR2015,PHL,SI.POV.NAHC,0,21.6
YR1991,PHL,SI.POV.NAHC.NC,0,34.4
YR1994,PHL,SI.POV.NAHC.NC,0,40.6
YR1997,PHL,SI.POV.NAHC.NC,0,36.8
YR2000,PHL,SI.POV.NAHC.NC,0,33
YR2003,PHL,SI.POV.NAHC.NC,0,24.9
YR2006,PHL,SI.POV.NAHC.NC,0,26.6
YR2009,PHL,SI.POV.NAHC.NC,0,26.3
YR2012,PHL,SI.POV.NAHC.NC,0,25.2
YR2015,PHL,SI.POV.NAHC.NC,0,21.6
YR2006,PLW,SI.POV.NAHC,0,24.9
YR2006,PLW,SI.POV.NAHC.NC,0,24.9
YR1996,PNG,SI.POV.NAHC,0,
YR2009,PNG,SI.POV.NAHC,0,39.9
YR1996,PNG,SI.POV.NAHC.NC,0,37.5
YR2009,PNG,SI.POV.NAHC.NC,0,39.9
YR1999,POL,SI.POV.NAHC,0,
YR2000,POL,SI.POV.NAHC,0,
YR2001,POL,SI.POV.NAHC,0,
YR2002,POL,SI.POV.NAHC,0,
YR2004,POL,SI.POV.NAHC,0,20.5
YR2005,POL,SI.POV.NAHC,0,19.1
YR2006,POL,SI.POV.NAHC,0,17.3
YR2007,POL,SI.POV.NAHC,0,16.9
YR2008,POL,SI.POV.NAHC,0,17.1
YR2009,POL,SI.POV.NAHC,0,17.6
YR2010,POL,SI.POV.NAHC,0,17.7
YR2011,POL,SI.POV.NAHC,0,17.1
YR2012,POL,SI.POV.NAHC,0,17.3
YR2013,POL,SI.POV.NAHC,0,17
YR2014,POL,SI.POV.NAHC,0,17.6
YR2015,POL,SI.POV.NAHC,0,17.3
YR2016,POL,SI.POV.NAHC,0,15
YR2017,POL,SI.POV.NAHC,0,14.8
YR2018,POL,SI.POV.NAHC,0,15.4
YR1999,POL,SI.POV.NAHC.NC,0,14.3
YR2000,POL,SI.POV.NAHC.NC,0,14.8
YR2001,POL,SI.POV.NAHC.NC,0,15.6
YR2002,POL,SI.POV.NAHC.NC,0,16.6
YR2004,POL,SI.POV.NAHC.NC,0,20.5
YR2005,POL,SI.POV.NAHC.NC,0,19.1
YR2006,POL,SI.POV.NAHC.NC,0,17.3
YR2007,POL,SI.POV.NAHC.NC,0,16.9
YR2008,POL,SI.POV.NAHC.NC,0,17.1
YR2009,POL,SI.POV.NAHC.NC,0,17.6
YR2010,POL,SI.POV.NAHC.NC,0,17.7
YR2011,POL,SI.POV.NAHC.NC,0,17.1
YR2012,POL,SI.POV.NAHC.NC,0,17.3
YR2013,POL,SI.POV.NAHC.NC,0,17
YR2014,POL,SI.POV.NAHC.NC,0,17.6
YR2015,POL,SI.POV.NAHC.NC,0,17.3
YR2016,POL,SI.POV.NAHC.NC,0,15
YR2017,POL,SI.POV.NAHC.NC,0,14.8
YR2018,POL,SI.POV.NAHC.NC,0,15.4
YR1997,PRY,SI.POV.NAHC,0,
YR1999,PRY,SI.POV.NAHC,0,
YR2001,PRY,SI.POV.NAHC,0,
YR2002,PRY,SI.POV.NAHC,0,57.7
YR2003,PRY,SI.POV.NAHC,0,51.4
YR2004,PRY,SI.POV.NAHC,0,48.8
YR2005,PRY,SI.POV.NAHC,0,44.9
YR2006,PRY,SI.POV.NAHC,0,48.9
YR2007,PRY,SI.POV.NAHC,0,45.3
YR2008,PRY,SI.POV.NAHC,0,43.2
YR2009,PRY,SI.POV.NAHC,0,41.6
YR2010,PRY,SI.POV.NAHC,0,39
YR2011,PRY,SI.POV.NAHC,0,37
YR2012,PRY,SI.POV.NAHC,0,31.4
YR2013,PRY,SI.POV.NAHC,0,28
YR2014,PRY,SI.POV.NAHC,0,27.2
YR2015,PRY,SI.POV.NAHC,0,26.6
YR2016,PRY,SI.POV.NAHC,0,28.9
YR2017,PRY,SI.POV.NAHC,0,26.4
YR2018,PRY,SI.POV.NAHC,0,24.2
YR1997,PRY,SI.POV.NAHC.NC,0,36.1
YR1999,PRY,SI.POV.NAHC.NC,0,37.3
YR2001,PRY,SI.POV.NAHC.NC,0,36.8
YR2002,PRY,SI.POV.NAHC.NC,0,57.7
YR2003,PRY,SI.POV.NAHC.NC,0,51.4
YR2004,PRY,SI.POV.NAHC.NC,0,48.8
YR2005,PRY,SI.POV.NAHC.NC,0,44.9
YR2006,PRY,SI.POV.NAHC.NC,0,48.9
YR2007,PRY,SI.POV.NAHC.NC,0,45.3
YR2008,PRY,SI.POV.NAHC.NC,0,43.2
YR2009,PRY,SI.POV.NAHC.NC,0,41.6
YR2010,PRY,SI.POV.NAHC.NC,0,39
YR2011,PRY,SI.POV.NAHC.NC,0,37
YR2012,PRY,SI.POV.NAHC.NC,0,31.4
YR2013,PRY,SI.POV.NAHC.NC,0,28
YR2014,PRY,SI.POV.NAHC.NC,0,27.2
YR2015,PRY,SI.POV.NAHC.NC,0,26.6
YR2016,PRY,SI.POV.NAHC.NC,0,28.9
YR2017,PRY,SI.POV.NAHC.NC,0,26.4
YR2018,PRY,SI.POV.NAHC.NC,0,24.2
YR2004,PSE,SI.POV.NAHC,0,25.9
YR2005,PSE,SI.POV.NAHC,0,24.3
YR2006,PSE,SI.POV.NAHC,0,24
YR2007,PSE,SI.POV.NAHC,0,31.2
YR2008,PSE,SI.POV.NAHC,0,22.6
YR2009,PSE,SI.POV.NAHC,0,22.6
YR2010,PSE,SI.POV.NAHC,0,25.7
YR2011,PSE,SI.POV.NAHC,0,25.8
YR2016,PSE,SI.POV.NAHC,0,29.2
YR2004,PSE,SI.POV.NAHC.NC,0,25.9
YR2005,PSE,SI.POV.NAHC.NC,0,24.3
YR2006,PSE,SI.POV.NAHC.NC,0,24
YR2007,PSE,SI.POV.NAHC.NC,0,31.2
YR2008,PSE,SI.POV.NAHC.NC,0,22.6
YR2009,PSE,SI.POV.NAHC.NC,0,22.6
YR2010,PSE,SI.POV.NAHC.NC,0,25.7
YR2011,PSE,SI.POV.NAHC.NC,0,25.8
YR2016,PSE,SI.POV.NAHC.NC,0,29.2
YR2000,ROU,SI.POV.NAHC,0,
YR2001,ROU,SI.POV.NAHC,0,
YR2002,ROU,SI.POV.NAHC,0,
YR2003,ROU,SI.POV.NAHC,0,
YR2004,ROU,SI.POV.NAHC,0,
YR2005,ROU,SI.POV.NAHC,0,
YR2006,ROU,SI.POV.NAHC,0,24.6
YR2007,ROU,SI.POV.NAHC,0,23.6
YR2008,ROU,SI.POV.NAHC,0,22.1
YR2009,ROU,SI.POV.NAHC,0,21.6
YR2010,ROU,SI.POV.NAHC,0,22.3
YR2011,ROU,SI.POV.NAHC,0,22.9
YR2012,ROU,SI.POV.NAHC,0,23
YR2013,ROU,SI.POV.NAHC,0,25.1
YR2014,ROU,SI.POV.NAHC,0,25.4
YR2015,ROU,SI.POV.NAHC,0,25.3
YR2016,ROU,SI.POV.NAHC,0,23.6
YR2017,ROU,SI.POV.NAHC,0,23.6
YR2000,ROU,SI.POV.NAHC.NC,0,35.9
YR2001,ROU,SI.POV.NAHC.NC,0,30.6
YR2002,ROU,SI.POV.NAHC.NC,0,28.9
YR2003,ROU,SI.POV.NAHC.NC,0,25.1
YR2004,ROU,SI.POV.NAHC.NC,0,18.8
YR2005,ROU,SI.POV.NAHC.NC,0,15.1
YR2006,ROU,SI.POV.NAHC.NC,0,24.6
YR2007,ROU,SI.POV.NAHC.NC,0,23.6
YR2008,ROU,SI.POV.NAHC.NC,0,22.1
YR2009,ROU,SI.POV.NAHC.NC,0,21.6
